Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
38 I SUITES,"1,095,000",667.37,"1,641",Dec-24,IPOH LANE,Resale,Strata,62,"17,661",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE WARREN,"1,400,000","1,237.86","1,131",Dec-24,CHOA CHU KANG LOOP,Resale,Strata,115,"12,174",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,570,000",914.94,"1,716",Dec-24,TAMPINES LANE,Resale,Strata,85,"18,471",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
TRE RESIDENCES,"1,670,000",947.23,"1,763",Dec-24,GEYLANG EAST AVENUE 1,Resale,Strata,88,"18,977",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
WATERVIEW,"1,765,000","1,119.46","1,577",Dec-24,TAMPINES AVENUE 1,Resale,Strata,104,"16,971",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
HILLION RESIDENCES,"810,000",462.85,"1,750",Dec-24,JELEBU ROAD,Resale,Strata,43,"18,837",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
PAVILION 11,"3,240,000","1,485.43","2,181",Dec-24,AKYAB ROAD,Resale,Strata,138,"23,478",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
DOVER PARKVIEW,"1,328,000",968.76,"1,371",Dec-24,DOVER RISE,Resale,Strata,90,"14,756",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
KOVAN RESIDENCES,"2,938,000","1,797.59","1,634",Dec-24,KOVAN ROAD,Resale,Strata,167,"17,593",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
THE QUAYSIDE,"2,215,000","1,388.56","1,595",Dec-24,ROBERTSON QUAY,Resale,Strata,129,"17,171",-,Apartment,1,99 yrs lease commencing from 1994,09,Core Central Region,01 to 05
WATERSCAPE AT CAVENAGH,"3,288,888","1,560.78","2,107",Dec-24,CAVENAGH ROAD,Resale,Strata,145,"22,682",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
A TREASURE TROVE,"1,800,000","1,205.57","1,493",Dec-24,PUNGGOL WALK,Resale,Strata,112,"16,071",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
PARC ESTA,"1,045,000",452.09,"2,311",Dec-24,SIMS AVENUE,Resale,Strata,42,"24,881",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
BELMOND GREEN,"3,600,000","1,313.21","2,741",Dec-24,BALMORAL ROAD,Resale,Strata,122,"29,508",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
DOVER PARKVIEW,"1,365,000",936.47,"1,458",Dec-24,DOVER RISE,Resale,Strata,87,"15,690",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
PARC VISTA,"1,230,000","1,054.87","1,166",Dec-24,CORPORATION ROAD,Resale,Strata,98,"12,551",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
GLENDALE PARK,"1,850,000","1,033.34","1,790",Dec-24,HILLVIEW AVENUE,Resale,Strata,96,"19,271",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
THE BAYSHORE,"1,205,000",947.23,"1,272",Dec-24,BAYSHORE ROAD,Resale,Strata,88,"13,693",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
EASTERN LAGOON,"1,650,000",893.41,"1,847",Dec-24,UPPER EAST COAST ROAD,Resale,Strata,83,"19,880",-,Condominium,1,Freehold,15,Outside Central Region,11 to 15
PALM GREEN,"1,780,000","1,291.68","1,378",Dec-24,PASIR PANJANG ROAD,Resale,Strata,120,"14,833",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PRISTINE HEIGHTS,"1,755,000","1,076.4","1,630",Dec-24,MERGUI ROAD,Resale,Strata,100,"17,550",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
PARC EMILY,"1,250,000",688.9,"1,814",Dec-24,MOUNT EMILY ROAD,Resale,Strata,64,"19,531",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,200,000",624.31,"1,922",Dec-24,BEDOK SOUTH AVENUE 3,Resale,Strata,58,"20,690",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
ROBIN RESIDENCES,"1,333,000",538.2,"2,477",Dec-24,ROBIN DRIVE,Resale,Strata,50,"26,660",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE OCEANFRONT @ SENTOSA COVE,"3,380,000","2,012.87","1,679",Dec-24,OCEAN DRIVE,Resale,Strata,187,"18,075",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
MELVILLE PARK,"1,250,000","1,377.79",907,Dec-24,SIMEI STREET 1,Resale,Strata,128,"9,766",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,090,000",613.55,"1,777",Dec-24,SERANGOON NORTH VIEW,Resale,Strata,57,"19,123",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
THE GLADES,"850,000",452.09,"1,880",Dec-24,BEDOK RISE,Resale,Strata,42,"20,238",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
ROCHELLE AT NEWTON,"3,515,456","1,862.17","1,888",Dec-24,KENG LEE ROAD,Resale,Strata,173,"20,321",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,21 to 25
PARKVIEW APARTMENTS,"1,150,000","1,130.22","1,018",Dec-24,BUKIT BATOK STREET 25,Resale,Strata,105,"10,952",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
HIGH OAK CONDOMINIUM,"1,580,000","1,108.69","1,425",Dec-24,TOH TUCK ROAD,Resale,Strata,103,"15,340",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
FOURTH AVENUE RESIDENCES,"1,070,000",484.38,"2,209",Dec-24,FOURTH AVENUE,Resale,Strata,45,"23,778",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,270,000",656.6,"1,934",Dec-24,UPPER PAYA LEBAR ROAD,Resale,Strata,61,"20,820",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
BLUE HORIZON,"1,638,888","1,151.75","1,423",Dec-24,WEST COAST CRESCENT,Resale,Strata,107,"15,317",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,11 to 15
THE SEAFRONT ON MEYER,"3,830,000","1,603.84","2,388",Dec-24,MEYER ROAD,Resale,Strata,149,"25,705",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
JADESCAPE,"1,685,000",764.24,"2,205",Dec-24,SHUNFU ROAD,Resale,Strata,71,"23,732",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
BRISTOL LODGE,"1,250,000",968.76,"1,290",Dec-24,BRISTOL ROAD,Resale,Strata,90,"13,889",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
NOVENA COURT,"1,370,000",861.12,"1,591",Dec-24,JALAN NOVENA BARAT,Resale,Strata,80,"17,125",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
ATTITUDE AT KIM YAM,"745,888",355.21,"2,100",Dec-24,KIM YAM ROAD,Resale,Strata,33,"22,603",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"1,235,000",850.36,"1,452",Dec-24,HILLVIEW RISE,Resale,Strata,79,"15,633",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
THE MAKENA,"2,465,000","1,151.75","2,140",Dec-24,MEYER ROAD,Resale,Strata,107,"23,037",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
THE MINTON,"1,668,000","1,108.69","1,504",Dec-24,HOUGANG STREET 11,Resale,Strata,103,"16,194",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
THE CITRINE,"1,513,500",958,"1,580",Dec-24,JALAN DATOH,Resale,Strata,89,"17,006",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"2,120,000","1,033.34","2,052",Dec-24,SIMS DRIVE,Resale,Strata,96,"22,083",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
MAYSPRINGS,"1,388,888","1,291.68","1,075",Dec-24,PETIR ROAD,Resale,Strata,120,"11,574",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,100,000",667.37,"1,648",Dec-24,FERNVALE ROAD,Resale,Strata,62,"17,742",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,21 to 25
THE ORCHARD RESIDENCES,"5,500,000","1,808.35","3,041",Dec-24,ORCHARD BOULEVARD,Resale,Strata,168,"32,738",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,11 to 15
ROBIN SUITES,"1,080,000",462.85,"2,333",Dec-24,ROBIN ROAD,Resale,Strata,43,"25,116",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
THE SANTORINI,"1,290,000",914.94,"1,410",Dec-24,TAMPINES STREET 86,Resale,Strata,85,"15,176",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
BLUE HORIZON,"1,640,000","1,151.75","1,424",Dec-24,WEST COAST CRESCENT,Resale,Strata,107,"15,327",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
GUILIN VIEW,"1,880,000","1,571.54","1,196",Dec-24,BUKIT BATOK STREET 52,Resale,Strata,146,"12,877",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
CHELSEA LODGE,"1,820,000","1,227.1","1,483",Dec-24,TANJONG KATONG ROAD,Resale,Strata,114,"15,965",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VACANZA @ EAST,"856,000",559.73,"1,529",Dec-24,LENGKONG TUJOH,Resale,Strata,52,"16,462",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
CRANE COURT,"1,420,000",968.76,"1,466",Dec-24,CRANE ROAD,Resale,Strata,90,"15,778",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VACANZA @ EAST,"860,888",559.73,"1,538",Dec-24,LENGKONG TUJOH,Resale,Strata,52,"16,556",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
VILLAGE @ PASIR PANJANG,"2,030,000","1,560.78","1,301",Dec-24,PASIR PANJANG ROAD,Resale,Strata,145,"14,000",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
SEASTRAND,"748,000",592.02,"1,263",Dec-24,PASIR RIS LINK,Resale,Strata,55,"13,600",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
FABER CREST,"1,568,888","1,259.39","1,246",Dec-24,FABER HEIGHTS,Resale,Strata,117,"13,409",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
RIVER ISLES,"1,528,000","1,065.64","1,434",Dec-24,EDGEDALE PLAINS,Resale,Strata,99,"15,434",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE WATERSIDE,"4,868,000","2,400.37","2,028",Dec-24,TANJONG RHU ROAD,Resale,Strata,223,"21,830",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
TRE RESIDENCES,"1,560,000",861.12,"1,812",Dec-24,GEYLANG EAST AVENUE 1,Resale,Strata,80,"19,500",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
THE GARDENS AT BISHAN,"1,550,000",882.65,"1,756",Dec-24,SIN MING WALK,Resale,Strata,82,"18,902",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
JEWEL OF BALMORAL,"3,000,000","1,345.5","2,230",Dec-24,BALMORAL PARK,Resale,Strata,125,"24,000",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE CLEARWATER,"1,820,000","1,377.79","1,321",Dec-24,BEDOK RESERVOIR VIEW,Resale,Strata,128,"14,219",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
THOMSON 800,"2,658,888","1,399.32","1,900",Dec-24,THOMSON ROAD,Resale,Strata,130,"20,453",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
CITYLIGHTS,"1,850,000",871.88,"2,122",Dec-24,JELLICOE ROAD,Resale,Strata,81,"22,840",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,16 to 20
URBAN LOFTS,"680,000",419.8,"1,620",Dec-24,RANGOON ROAD,Resale,Strata,39,"17,436",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARC ESTA,"1,400,000",635.08,"2,204",Dec-24,SIMS AVENUE,Resale,Strata,59,"23,729",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE MEYERISE,"3,520,000","1,270.15","2,771",Dec-24,MEYER ROAD,Resale,Strata,118,"29,831",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
BRADDELL VIEW,"2,800,000","3,369.13",831,Dec-24,BRADDELL HILL,Resale,Strata,313,"8,946",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,21 to 25
TREASURE AT TAMPINES,"803,000",462.85,"1,735",Dec-24,TAMPINES LANE,Resale,Strata,43,"18,674",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
SEASIDE RESIDENCES,"1,100,000",505.91,"2,174",Dec-24,SIGLAP LINK,Resale,Strata,47,"23,404",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,21 to 25
VENTUNO BALMORAL,"4,050,000","2,432.66","1,665",Dec-24,BALMORAL ROAD,Resale,Strata,226,"17,920",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
BOTANIQUE AT BARTLEY,"1,480,000",731.95,"2,022",Dec-24,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,765",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE ANTARES,"1,398,000",731.95,"1,910",Dec-24,MATTAR ROAD,Resale,Strata,68,"20,559",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
LUCKY PLAZA,"3,100,000","1,550.02","2,000",Dec-24,ORCHARD ROAD,Resale,Strata,144,"21,528",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
TREASURE AT TAMPINES,"930,000",581.26,"1,600",Dec-24,TAMPINES LANE,Resale,Strata,54,"17,222",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"2,825,000","1,453.14","1,944",Dec-24,BEDOK SOUTH AVENUE 3,Resale,Strata,135,"20,926",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
NEPTUNE COURT,"1,550,000","1,636.13",947,Dec-24,MARINE VISTA,Resale,Strata,152,"10,197",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,06 to 10
NORTHWOOD,"1,628,000","1,334.74","1,220",Dec-24,JALAN MATA AYER,Resale,Strata,124,"13,129",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
CASHEW HEIGHTS CONDOMINIUM,"2,468,880","1,657.66","1,489",Dec-24,CASHEW ROAD,Resale,Strata,154,"16,032",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
SOPHIA HILLS,"1,230,000",570.49,"2,156",Dec-24,MOUNT SOPHIA,Resale,Strata,53,"23,208",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
SANCTUARY GREEN,"1,420,000",850.36,"1,670",Dec-24,TANJONG RHU ROAD,Resale,Strata,79,"17,975",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
THE STELLAR,"2,410,000","1,334.74","1,806",Dec-24,WEST COAST ROAD,Resale,Strata,124,"19,435",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
STILL MANSIONS,"1,650,000","1,140.98","1,446",Dec-24,STILL ROAD,Resale,Strata,106,"15,566",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE MONTANA,"1,018,000",635.08,"1,603",Dec-24,JALAN MUTIARA,Resale,Strata,59,"17,254",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARC BOTANNIA,"1,088,000",667.37,"1,630",Dec-24,FERNVALE STREET,Resale,Strata,62,"17,548",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
CASUARINA COVE,"2,680,000","1,625.36","1,649",Dec-24,TANJONG RHU ROAD,Resale,Strata,151,"17,748",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
SEASIDE RESIDENCES,"1,100,000",559.73,"1,965",Dec-24,SIGLAP LINK,Resale,Strata,52,"21,154",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,01 to 05
THE HERMITAGE,"2,400,000","2,066.69","1,161",Dec-24,SARKIES ROAD,Resale,Strata,192,"12,500",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
RIVERFRONT RESIDENCES,"2,260,000","1,410.08","1,603",Dec-24,HOUGANG AVENUE 7,Resale,Strata,131,"17,252",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
PARC ESTA,"1,450,000",635.08,"2,283",Dec-24,SIMS AVENUE,Resale,Strata,59,"24,576",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
RIVERBANK @ FERNVALE,"1,287,000","1,011.82","1,272",Dec-24,FERNVALE CLOSE,Resale,Strata,94,"13,691",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
GRANDE VISTA,"1,750,000","1,227.1","1,426",Dec-24,CACTUS DRIVE,Resale,Strata,114,"15,351",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,06 to 10
THE TENNERY,"820,000",613.55,"1,336",Dec-24,WOODLANDS ROAD,Resale,Strata,57,"14,386",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,11 to 15
RIVERSOUND RESIDENCE,"1,098,888",753.48,"1,458",Dec-24,SENGKANG EAST AVENUE,Resale,Strata,70,"15,698",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
PARC ESTA,"2,765,000","1,227.1","2,253",Dec-24,SIMS AVENUE,Resale,Strata,114,"24,254",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
ASTOR,"1,048,000",861.12,"1,217",Dec-24,LENGKONG EMPAT,Resale,Strata,80,"13,100",-,Apartment,1,99 yrs lease commencing from 2002,14,Outside Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"1,470,000",645.84,"2,276",Dec-24,PAYA LEBAR ROAD,Resale,Strata,60,"24,500",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,16 to 20
ONE LEICESTER,"2,575,000","1,377.79","1,869",Dec-24,LEICESTER ROAD,Resale,Strata,128,"20,117",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
THE MAKENA,"2,700,000","1,582.31","1,706",Dec-24,MEYER ROAD,Resale,Strata,147,"18,367",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SEVENTY SAINT PATRICK'S,"1,960,000",839.59,"2,334",Dec-24,ST. PATRICK'S ROAD,Resale,Strata,78,"25,128",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"4,200,000","2,691","1,561",Dec-24,KEPPEL BAY DRIVE,Resale,Strata,250,"16,800",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
THE M,"1,680,000",592.02,"2,838",Dec-24,MIDDLE ROAD,Resale,Strata,55,"30,545",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
PARC ESTA,"2,110,000",914.94,"2,306",Dec-24,SIMS AVENUE,Resale,Strata,85,"24,824",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,280,000",656.6,"1,949",Dec-24,SILAT AVENUE,Resale,Strata,61,"20,984",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
SEASONS VIEW,"1,830,000","1,140.98","1,604",Dec-24,PEMIMPIN DRIVE,Resale,Strata,106,"17,264",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,11 to 15
KINGSFORD WATERBAY,"1,050,000",688.9,"1,524",Dec-24,UPPER SERANGOON VIEW,Resale,Strata,64,"16,406",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
MI CASA,"1,750,000","1,280.92","1,366",Dec-24,CHOA CHU KANG AVENUE 3,Resale,Strata,119,"14,706",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,01 to 05
THE ESTUARY,"1,850,000","1,313.21","1,409",Dec-24,YISHUN AVENUE 1,Resale,Strata,122,"15,164",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,11 to 15
SAVANNAH CONDOPARK,"1,680,000","1,453.14","1,156",Dec-24,SIMEI RISE,Resale,Strata,135,"12,444",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
DOVER PARKVIEW,"1,300,000",936.47,"1,388",Dec-24,DOVER RISE,Resale,Strata,87,"14,943",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
8@WOODLEIGH,"2,050,000","1,097.93","1,867",Dec-24,WOODLEIGH CLOSE,Resale,Strata,102,"20,098",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
HERITAGE VIEW,"2,501,000","1,506.96","1,660",Dec-24,DOVER RISE,Resale,Strata,140,"17,864",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,11 to 15
MARTIN MODERN,"2,070,000",764.24,"2,709",Dec-24,MARTIN PLACE,Resale,Strata,71,"29,155",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,21 to 25
SPOTTISWOODE PARK,"988,000",850.36,"1,162",Dec-24,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"12,506",-,Apartment,1,93 yrs lease commencing from 1979,02,Rest of Central Region,11 to 15
PINE GROVE,"1,950,000","1,754.53","1,111",Dec-24,PINE GROVE,Resale,Strata,163,"11,963",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,11 to 15
RIVERSAILS,"740,000",505.91,"1,463",Dec-24,UPPER SERANGOON CRESCENT,Resale,Strata,47,"15,745",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SOLEIL @ SINARAN,"2,530,000","1,431.61","1,767",Dec-24,SINARAN DRIVE,Resale,Strata,133,"19,023",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,11 to 15
KIM SIA COURT,"2,940,000","1,420.85","2,069",Dec-24,JALAN JINTAN,Resale,Strata,132,"22,273",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
KERRISDALE,"1,500,000",990.29,"1,515",Dec-24,STURDEE ROAD,Resale,Strata,92,"16,304",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,11 to 15
PRESTIGE HEIGHTS,"920,000",581.26,"1,583",Dec-24,BALESTIER ROAD,Resale,Strata,54,"17,037",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
AMPAS APARTMENTS,"1,742,800","1,259.39","1,384",Dec-24,JALAN AMPAS,Resale,Strata,117,"14,896",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE TENNERY,"791,000",613.55,"1,289",Dec-24,WOODLANDS ROAD,Resale,Strata,57,"13,877",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
MARTIN MODERN,"2,768,888","1,011.82","2,737",Dec-24,MARTIN PLACE,Resale,Strata,94,"29,456",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,06 to 10
THE ODEON KATONG,"938,000",581.26,"1,614",Dec-24,EAST COAST ROAD,Resale,Strata,54,"17,370",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
ONE EIGHTIES RESIDENCES,"1,240,000",635.08,"1,953",Dec-24,JOO CHIAT TERRACE,Resale,Strata,59,"21,017",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE WATERSIDE,"4,518,000","2,142.04","2,109",Dec-24,TANJONG RHU ROAD,Resale,Strata,199,"22,704",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
KERRISDALE,"1,630,000",990.29,"1,646",Dec-24,STURDEE ROAD,Resale,Strata,92,"17,717",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,11 to 15
THE LEVELZ,"2,008,000",990.29,"2,028",Dec-24,FARRER ROAD,Resale,Strata,92,"21,826",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
TANGLIN REGENCY,"1,250,000",699.66,"1,787",Dec-24,TANGLIN ROAD,Resale,Strata,65,"19,231",-,Condominium,1,99 yrs lease commencing from 1994,10,Core Central Region,06 to 10
VERDALE,"935,000",462.85,"2,020",Dec-24,DE SOUZA AVENUE,Resale,Strata,43,"21,744",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE IMPERIAL,"3,700,000","1,410.08","2,624",Dec-24,JALAN RUMBIA,Resale,Strata,131,"28,244",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
EDELWEISS PARK CONDOMINIUM,"1,540,000","1,334.74","1,154",Dec-24,FLORA ROAD,Resale,Strata,124,"12,419",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
PARC ESTA,"1,590,000",742.72,"2,141",Dec-24,SIMS AVENUE,Resale,Strata,69,"23,043",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE MINTON,"1,650,000","1,108.69","1,488",Dec-24,HOUGANG STREET 11,Resale,Strata,103,"16,019",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
HILLS TWOONE,"1,150,000",796.54,"1,444",Dec-24,HILLVIEW TERRACE,Resale,Strata,74,"15,541",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
THE TESSARINA,"2,400,000","1,011.82","2,372",Dec-24,WILBY ROAD,Resale,Strata,94,"25,532",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
SKYLINE RESIDENCES,"1,043,000",484.38,"2,153",Dec-24,TELOK BLANGAH ROAD,Resale,Strata,45,"23,178",-,Condominium,1,Freehold,04,Rest of Central Region,06 to 10
ONE AMBER,"2,200,000",958,"2,296",Dec-24,AMBER GARDENS,Resale,Strata,89,"24,719",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
ASCENTIA SKY,"2,030,000",958,"2,119",Dec-24,ALEXANDRA VIEW,Resale,Strata,89,"22,809",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
SUNSHINE PLAZA,"1,750,000","1,044.11","1,676",Dec-24,PRINSEP LINK,Resale,Strata,97,"18,041",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,11 to 15
